Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,Postal_Address_Line_1,Postal_Address_Line_2,Postal_Town,Postal_State,Postal_Postcode,Full_Phone_No,LGA_ID,LGA_Name,X,Y
Catholic,2.0,413.0,Sacred Heart School,Primary,O,39 Robertson Street,,CASTERTON,VIC,3311.0,39 Robertson Street,,CASTERTON,VIC,3311.0,03 5581 1131,241.0,Glenelg (S),141.41363,-37.58601
Catholic,2.0,414.0,St Bernard's School,Primary,O,Gisborne Road,,BACCHUS MARSH,VIC,3340.0,PO Box 174,,BACCHUS MARSH,VIC,3340.0,03 5366 5800,515.0,Moorabool (S),144.43486,-37.67227
Catholic,2.0,445.0,St Patrick's School,Primary,O,20 Queen Street,,KOROIT,VIC,3282.0,20 Queen Street,,KOROIT,VIC,3282.0,03 5565 8208,549.0,Moyne (S),142.36897,-38.29989
Independent,2.0,450.0,Geelong Grammar School,Pri/Sec,O,50 Biddlecombe Avenue,,CORIO,VIC,3214.0,50 Biddlecombe Avenue,,CORIO,VIC,3214.0,03 5273 9200,275.0,Greater Geelong (C),144.39907,-38.06882
Independent,2.0,457.0,Trinity Grammar School Kew,Pri/Sec,O,40 Charles Street,,KEW,VIC,3101.0,40 Charles Street,,KEW,VIC,3101.0,03 9854 3600,111.0,Boroondara (C),145.0355,-37.8102
Catholic,2.0,467.0,Academy of Mary Immaculate,Secondary,O,88 Nicholson Street,,FITZROY,VIC,3065.0,88 Nicholson Street,,FITZROY,VIC,3065.0,03 9412 7100,735.0,Yarra (C),144.97441,-37.80371
Catholic,2.0,468.0,Sacred Heart School,Primary,O,107 King William Street,,FITZROY,VIC,3065.0,107 King William Street,,FITZROY,VIC,3065.0,03 9419 3528,735.0,Yarra (C),144.97852,-37.80205
Catholic,2.0,474.0,Mount Lilydale Mercy College,Secondary,O,120 Anderson Street,,LILYDALE,VIC,3140.0,120 Anderson Street,,LILYDALE,VIC,3140.0,03 9735 4022,745.0,Yarra Ranges (S),145.35775,-37.75076
Catholic,2.0,477.0,St Monica's School,Primary,O,2 Wingfield Street,,FOOTSCRAY,VIC,3011.0,2 Wingfield Street,,FOOTSCRAY,VIC,3011.0,03 9689 4548,433.0,Maribyrnong (C),144.90684,-37.80116
Catholic,2.0,478.0,St Augustine's School,Primary,O,65 Somerville Road,,YARRAVILLE,VIC,3013.0,65 Somerville Road,,YARRAVILLE,VIC,3013.0,03 9314 5996,433.0,Maribyrnong (C),144.8899,-37.8137
Catholic,2.0,486.0,Ss Michael and John's Primary School,Primary,O,7 McLachlan Street,,HORSHAM,VIC,3400.0,PO Box 791,,HORSHAM,VIC,3402.0,03 5382 3000,319.0,Horsham (RC),142.20399,-36.714
Catholic,2.0,495.0,Trinity College Colac,Secondary,O,119 Hart Street,,COLAC,VIC,3250.0,PO Box 23,,COLAC,VIC,3250.0,03 5231 4977,175.0,Colac-Otway (S),143.57693,-38.35203
Catholic,2.0,496.0,St Mary's School,Primary,O,Calvert Street,,COLAC,VIC,3250.0,PO Box 24,,COLAC,VIC,3250.0,03 5231 3640,175.0,Colac-Otway (S),143.5854,-38.33473
Catholic,2.0,500.0,Kilbreda College,Secondary,O,118 Mentone Parade,,MENTONE,VIC,3194.0,PO Box 248,,MENTONE,VIC,3194.0,03 9581 7766,343.0,Kingston (C),145.06571,-37.98415
Catholic,2.0,501.0,Padua College,Secondary,O,62 Oakbank Road,,MORNINGTON,VIC,3931.0,Private Mail Bag No 4,,MORNINGTON,VIC,3931.0,03 5976 0100,534.0,Mornington Peninsula (S),145.072,-38.21826
Independent,2.0,509.0,Melbourne Girls Grammar,Pri/Sec,O,86 Anderson Street,,SOUTH YARRA,VIC,3141.0,86 Anderson Street,,SOUTH YARRA,VIC,3141.0,03 9862 9200,460.0,Melbourne (C),144.9848,-37.83169
Independent,2.0,510.0,The Geelong College,Pri/Sec,O,Talbot Street,,NEWTOWN,VIC,3220.0,PO Box 5,,NEWTOWN,VIC,3220.0,03 5226 3111,275.0,Greater Geelong (C),144.34009,-38.15242
Catholic,2.0,515.0,Notre Dame College,Secondary,O,139 Knight Street,,SHEPPARTON,VIC,3630.0,139 Knight Street,,SHEPPARTON,VIC,3630.0,03 5822 8400,283.0,Greater Shepparton (C),145.40764,-36.37471
Catholic,2.0,518.0,Sacred Heart College,Secondary,O,Piper Street,,YARRAWONGA,VIC,3730.0,PO Box 286,,YARRAWONGA,VIC,3730.0,03 5742 1300,490.0,Moira (S),146.00921,-36.00866
Catholic,2.0,524.0,St John's School,Primary,O,77 Queens Parade,,CLIFTON HILL,VIC,3068.0,77 Queens Parade,,CLIFTON HILL,VIC,3068.0,03 9489 1346,735.0,Yarra (C),144.98822,-37.79034
Catholic,2.0,525.0,St Joseph's School,Primary,O,16 Tocumwal Road,,NUMURKAH,VIC,3636.0,16 Tocumwal Road,,NUMURKAH,VIC,3636.0,03 5862 1804,490.0,Moira (S),145.4436,-36.08646
Catholic,2.0,539.0,St Joseph's School,Primary,O,70 Botanic Road,,WARRNAMBOOL,VIC,3280.0,70 Botanic Road,,WARRNAMBOOL,VIC,3280.0,03 5561 1343,673.0,Warrnambool (C),142.48614,-38.37249
Independent,2.0,545.0,Bayview College,Secondary,O,119 Bentinck St,,PORTLAND,VIC,3305.0,PO Box 256,,PORTLAND,VIC,3305.0,03 5523 1042,241.0,Glenelg (S),141.60595,-38.34523
Catholic,2.0,548.0,St Ignatius College Geelong,Secondary,O,27 Peninsula Drive,,DRYSDALE,VIC,3222.0,27 Peninsula Drive,,DRYSDALE,VIC,3222.0,03 5251 1136,275.0,Greater Geelong (C),,
Catholic,2.0,549.0,St Mary's School,Primary,O,66-68 Little Myers Street,,GEELONG,VIC,3220.0,PO Box 959,,GEELONG,VIC,3220.0,03 5229 9453,275.0,Greater Geelong (C),144.363,-38.15319
Catholic,2.0,550.0,St Patrick's School,Primary,O,11-21 Petrel Street,,GEELONG WEST,VIC,3218.0,PO Box 7229,,GEELONG WEST,VIC,3218.0,03 5229 4412,275.0,Greater Geelong (C),144.34604,-38.13484
Independent,2.0,554.0,Presbyterian Ladies' College,Pri/Sec,O,141 Burwood Highway,,BURWOOD,VIC,3125.0,141 Burwood Highway,,BURWOOD,VIC,3125.0,03 9808 5811,698.0,Whitehorse (C),145.107,-37.84856
Catholic,2.0,566.0,St Monica's Primary School,Primary,O,20 Robinson Street,,MOONEE PONDS,VIC,3039.0,20 Robinson Street,,MOONEE PONDS,VIC,3039.0,03 9375 1132,506.0,Moonee Valley (C),144.92318,-37.75966
Catholic,2.0,567.0,St Patrick's School,Primary,O,40 Jones Street,,LILYDALE,VIC,3140.0,PO Box 547,,LILYDALE,VIC,3140.0,03 9735 4388,745.0,Yarra Ranges (S),145.35261,-37.75273
Catholic,2.0,576.0,Catholic Ladies' College Ltd,Secondary,O,19 Diamond Street,,ELTHAM,VIC,3095.0,19 Diamond Street,,ELTHAM,VIC,3095.0,03 9439 4077,571.0,Nillumbik (S),145.14356,-37.71152
Catholic,2.0,579.0,St Joseph's School,Primary,O,46 Otter Street,,COLLINGWOOD,VIC,3066.0,46 Otter Street,,COLLINGWOOD,VIC,3066.0,03 9419 4918,735.0,Yarra (C),144.98639,-37.80046
Catholic,2.0,581.0,St Mary's School,Primary,O,2-8 Campbell Street,,WARRACKNABEAL,VIC,3393.0,PO Box 283,,WARRACKNABEAL,VIC,3393.0,03 5398 2001,763.0,Yarriambiack (S),142.3896,-36.25408
Catholic,2.0,584.0,St Mary's School,Primary,O,15-33 Bridlington Ave,,ECHUCA,VIC,3564.0,PO Box 50,,ECHUCA WEST,VIC,3564.0,03 5482 1342,137.0,Campaspe (S),144.72583,-36.13426
Catholic,2.0,590.0,Sacred Heart School,Primary,O,116 Cotham Road,,KEW,VIC,3101.0,PO Box 3221,Cotham Licensed Post Office,KEW,VIC,3101.0,03 9853 5859,111.0,Boroondara (C),145.03744,-37.80817
Catholic,2.0,594.0,St Mary's School,Primary,O,Moore Street,,ARARAT,VIC,3377.0,PO Box 329,,ARARAT,VIC,3377.0,03 5352 1796,26.0,Ararat (RC),142.93861,-37.2855
Catholic,2.0,595.0,St Joseph's College,Secondary,O,21 Dickson Street,,ECHUCA,VIC,3564.0,21 Dickson Street,,ECHUCA,VIC,3564.0,03 5482 2577,137.0,Campaspe (S),144.74337,-36.11815
Catholic,2.0,599.0,St Patrick's School,Primary,O,9-11 William Street,,PORT FAIRY,VIC,3284.0,9-11 William Street,,PORT FAIRY,VIC,3284.0,03 5568 1371,549.0,Moyne (S),142.23167,-38.38613
Catholic,2.0,603.0,St Joseph's School,Primary,O,Campaspe Street,,ROCHESTER,VIC,3561.0,PO Box 230,,ROCHESTER,VIC,3561.0,03 5484 1797,137.0,Campaspe (S),144.70117,-36.36476
Catholic,2.0,605.0,St Aloysius College,Secondary,O,31 Curran Street,,NORTH MELBOURNE,VIC,3051.0,PO Box 2072 Hotham Hill PO,,NORTH MELBOURNE,VIC,3051.0,03 9325 9200,460.0,Melbourne (C),144.94287,-37.79289
Catholic,2.0,607.0,All Saints Parish School,Primary,O,185 Must Street,,PORTLAND,VIC,3305.0,PO Box 800,,PORTLAND,VIC,3305.0,03 5523 3654,241.0,Glenelg (S),141.59279,-38.35947
Catholic,2.0,625.0,Catholic College Sale,Secondary,O,51-53 Desailly Street,,SALE,VIC,3850.0,PO Box 594,,SALE,VIC,3850.0,03 5143 9700,681.0,Wellington (S),147.06378,-38.10871
Catholic,2.0,646.0,St Augustine's College,Pri/Sec,O,Church Street,,KYABRAM,VIC,3620.0,PO Box 447,,KYABRAM,VIC,3620.0,03 5851 3000,137.0,Campaspe (S),145.04471,-36.30955
Catholic,2.0,653.0,Our Holy Redeemer School,Primary,O,311 Mont Albert Road,,SURREY HILLS,VIC,3127.0,311 Mont Albert Road,,SURREY HILLS,VIC,3127.0,03 9898 2315,111.0,Boroondara (C),145.10008,-37.82032
Catholic,2.0,661.0,Our Lady of the Sacred Heart Primary,Primary,O,32 Jeffrey Street,,ELMORE,VIC,3558.0,32 Jeffrey Street,,ELMORE,VIC,3558.0,03 5432 6254,262.0,Greater Bendigo (C),144.61562,-36.49302
Catholic,2.0,672.0,St Joseph's School,Primary,O,6 Priory Lane,,BEECHWORTH,VIC,3747.0,PO Box 209,,BEECHWORTH,VIC,3747.0,03 5728 1243,335.0,Indigo (S),146.68281,-36.36007
Catholic,2.0,684.0,St Joseph's School,Primary,O,67 Read Street,,COLERAINE,VIC,3315.0,PO Box 17,,COLERAINE,VIC,3315.0,03 5575 2131,626.0,Southern Grampians (S),141.69473,-37.60538
Catholic,2.0,690.0,Mercy Regional College,Secondary,O,Henderson Street,,CAMPERDOWN,VIC,3260.0,PO Box 152,,CAMPERDOWN,VIC,3260.0,03 5593 2011,183.0,Corangamite (S),143.13956,-38.235
Catholic,2.0,691.0,St Patrick's School,Primary,O,Dimora Avenue,,CAMPERDOWN,VIC,3260.0,Dimora Avenue,,CAMPERDOWN,VIC,3260.0,03 5593 1962,183.0,Corangamite (S),143.139,-38.23503
Catholic,2.0,707.0,St Columba's College,Secondary,O,2 Leslie Road,,ESSENDON,VIC,3040.0,PO Box 89,,ESSENDON,VIC,3040.0,03 9337 5311,506.0,Moonee Valley (C),144.91429,-37.7572
Catholic,2.0,715.0,St Michael's School,Primary,O,29 Smith Street,,DAYLESFORD,VIC,3460.0,PO Box 561,,DAYLESFORD,VIC,3460.0,03 5348 1261,291.0,Hepburn (S),144.15136,-37.33724
Catholic,2.0,724.0,St Mary's School,Primary,O,Hillier Lane,,HAMILTON,VIC,3300.0,Hillier Lane,,HAMILTON,VIC,3300.0,03 5551 9000,626.0,Southern Grampians (S),142.05091,-37.74114
Catholic,2.0,726.0,St Kilian's School,Primary,O,Havelock Street,,BENDIGO,VIC,3550.0,Havelock Street,,BENDIGO,VIC,3550.0,03 5443 4071,262.0,Greater Bendigo (C),144.28421,-36.75458
Catholic,2.0,733.0,Genazzano FCJ College,Pri/Sec,O,301 Cotham Road,,KEW,VIC,3101.0,301 Cotham Road,,KEW,VIC,3101.0,03 8862 1000,111.0,Boroondara (C),145.05578,-37.80897
Catholic,2.0,753.0,St Augustine's School,Primary,O,Osburn Street,,WODONGA,VIC,3690.0,Osburn Street,,WODONGA,VIC,3690.0,02 6024 2711,717.0,Wodonga (C),146.88922,-36.11702
Catholic,2.0,782.0,St Patrick's School,Primary,O,55 Patrick Street,,STAWELL,VIC,3380.0,PO Box 856,,STAWELL,VIC,3380.0,03 5358 2493,581.0,Northern Grampians (S),142.78726,-37.05935
Independent,2.0,818.0,St Michael's Grammar School,Pri/Sec,O,25 - 27 Chapel Street,,ST KILDA,VIC,3182.0,25 - 27 Chapel Street,,ST KILDA,VIC,3182.0,03 8530 3200,590.0,Port Phillip (C),144.99155,-37.85955
Catholic,2.0,836.0,St Patrick's School,Primary,O,16 Childers Street,,MENTONE,VIC,3194.0,16 Childers Street,,MENTONE,VIC,3194.0,03 9583 5033,343.0,Kingston (C),145.07016,-37.98357
Catholic,2.0,840.0,St Thomas' School,Primary,O,1 Lyons Street,,TERANG,VIC,3264.0,PO Box 123,,TERANG,VIC,3264.0,03 5592 1925,183.0,Corangamite (S),142.90996,-38.2398
Catholic,2.0,841.0,St Joseph's School,Primary,O,167 Burke Street,,WARRAGUL,VIC,3820.0,PO Box 365,,WARRAGUL,VIC,3820.0,03 5623 2943,83.0,Baw Baw (S),145.91202,-38.15861
Catholic,2.0,848.0,St Joseph's School,Primary,O,Gladstone Street,,QUARRY HILL,VIC,3550.0,Gladstone Street,,QUARRY HILL,VIC,3550.0,03 5443 2108,262.0,Greater Bendigo (C),144.27835,-36.76942
Independent,2.0,879.0,Firbank Grammar School,Pri/Sec,O,51 Outer Crescent,,BRIGHTON,VIC,3186.0,51 Outer Crescent,,BRIGHTON,VIC,3186.0,03 9591 5188,91.0,Bayside (C),144.99694,-37.90612
Catholic,2.0,909.0,St John's School,Primary,O,55 Cape Street,,HEIDELBERG,VIC,3084.0,55 Cape Street,,HEIDELBERG,VIC,3084.0,03 9459 2963,66.0,Banyule (C),145.06655,-37.75764
Catholic,2.0,914.0,Our Lady of Mercy College,Secondary,O,52 Cape Street,,HEIDELBERG,VIC,3084.0,PO Box 293,,HEIDELBERG,VIC,3084.0,03 9459 2511,66.0,Banyule (C),145.06759,-37.75793
Catholic,2.0,915.0,St Joseph's School,Primary,O,185 Hope Street,,BRUNSWICK WEST,VIC,3055.0,185 Hope Street,,BRUNSWICK WEST,VIC,3055.0,03 9385 9800,525.0,Merri-bek (C),144.94298,-37.76229
Catholic,2.0,923.0,St Brigid's School,Primary,O,129 Albert Street,,MORDIALLOC,VIC,3195.0,PO Box 5442,,MORDIALLOC,VIC,3195.0,03 9580 4518,343.0,Kingston (C),145.09178,-38.00804
Catholic,2.0,924.0,St Columba's School,Primary,O,306 Howard Street,,BALLARAT NORTH,VIC,3350.0,306 Howard Street,,BALLARAT NORTH,VIC,3350.0,03 5332 4894,57.0,Ballarat (C),143.86007,-37.54591
Independent,2.0,928.0,Ballarat Grammar,Pri/Sec,O,201 Forest Street,,WENDOUREE,VIC,3355.0,201 Forest Street,,WENDOUREE,VIC,3355.0,03 5338 0700,57.0,Ballarat (C),143.83083,-37.53924
Catholic,2.0,931.0,Our Lady Help of Christians School,Primary,O,26 Miller Street,,BRUNSWICK EAST,VIC,3057.0,26 Miller Street,,BRUNSWICK EAST,VIC,3057.0,03 8388 5900,525.0,Merri-bek (C),144.97786,-37.77634
Catholic,2.0,932.0,St Anthony's School,Primary,O,172 Neerim Road,,GLEN HUNTLY,VIC,3163.0,172 Neerim Road,,GLEN HUNTLY,VIC,3163.0,03 9563 6780,231.0,Glen Eira (C),145.0471,-37.88689
Catholic,2.0,935.0,St Mary's School,Primary,O,20-24 New Street,,DANDENONG,VIC,3175.0,20-24 New Street,,DANDENONG,VIC,3175.0,03 9791 7650,267.0,Greater Dandenong (C),145.22084,-37.99067
Catholic,2.0,937.0,Sacred Heart School,Primary,O,11 Fernhill Road Nth,,SANDRINGHAM,VIC,3191.0,11 Fernhill Road Nth,,SANDRINGHAM,VIC,3191.0,03 9598 9322,91.0,Bayside (C),145.00855,-37.95148
Catholic,2.0,950.0,St Joseph's School,Primary,O,94 Korumburra Road,,WONTHAGGI,VIC,3995.0,PO Box 182,,WONTHAGGI,VIC,3995.0,03 5672 1052,74.0,Bass Coast (S),145.60341,-38.60086
Catholic,2.0,954.0,St Mary's School,Primary,O,74 Roseberry Street,,ASCOT VALE,VIC,3032.0,74 Roseberry Street,,ASCOT VALE,VIC,3032.0,03 9370 1194,506.0,Moonee Valley (C),144.91127,-37.77384
Catholic,2.0,955.0,St Joseph's School,Primary,O,Nolan Street,,KERANG,VIC,3579.0,PO Box 461,,KERANG,VIC,3579.0,03 5452 1426,225.0,Gannawarra (S),143.91781,-35.72546
Catholic,2.0,956.0,De La Salle College,Pri/Sec,O,1318 High Street,,MALVERN,VIC,3144.0,1318 High Street,,MALVERN,VIC,3144.0,03 9508 2100,635.0,Stonnington (C),145.03218,-37.85768
Catholic,2.0,962.0,St Margaret Mary's School,Primary,O,47-49 Mitchell Street,,BRUNSWICK NORTH,VIC,3056.0,47-49 Mitchell Street,,BRUNSWICK NORTH,VIC,3056.0,03 9383 6699,525.0,Merri-bek (C),144.96825,-37.75863
Independent,2.0,971.0,The Hamilton and Alexandra College,Pri/Sec,O,1 Chaucer Street,,HAMILTON,VIC,3300.0,PO Box 286,,HAMILTON,VIC,3300.0,03 5572 1355,626.0,Southern Grampians (S),142.02421,-37.7372
Catholic,2.0,981.0,St Francis Xavier School,Primary,O,Fortune Street,,BALLARAT EAST,VIC,3350.0,PO Box 2027 Ballarat Mail Centre,,BALLARAT,VIC,3354.0,03 5331 6311,57.0,Ballarat (C),143.90299,-37.56161
Catholic,2.0,991.0,St Laurence O'Toole School,Primary,O,33-35 Ogilvy Street,,LEONGATHA,VIC,3953.0,Private Bag 9,,LEONGATHA,VIC,3953.0,03 5662 2192,617.0,South Gippsland (S),145.9543,-38.47894
Catholic,2.0,999.0,St Joseph's School,Primary,O,1-3 Bridge Street,,KORUMBURRA,VIC,3950.0,1-3 Bridge Street,,KORUMBURRA,VIC,3950.0,03 5655 2040,617.0,South Gippsland (S),145.82232,-38.43604
Independent,2.0,1004.0,Ivanhoe Grammar School,Pri/Sec,O,The Ridgeway,,IVANHOE,VIC,3079.0,PO Box 91,,IVANHOE,VIC,3079.0,03 9490 1877,66.0,Banyule (C),145.04448,-37.77252
Catholic,2.0,1013.0,St Brigid's School,Primary,O,1 High Street,,HEALESVILLE,VIC,3777.0,PO Box 1677,,HEALESVILLE,VIC,3777.0,03 5962 4200,745.0,Yarra Ranges (S),145.5158,-37.65868
Catholic,2.0,1015.0,St James School,Primary,O,60 Nar Nar Goon Road,,NAR NAR GOON,VIC,3812.0,PO Box 207,,NAR NAR GOON,VIC,3812.0,03 5942 5404,145.0,Cardinia (S),145.57319,-38.07303
Independent,2.0,1021.0,Scotch College,Pri/Sec,O,1 Morrison Street,,HAWTHORN,VIC,3122.0,1 Morrison Street,,HAWTHORN,VIC,3122.0,03 9810 4321,111.0,Boroondara (C),145.03229,-37.83392
Catholic,2.0,1024.0,St Mary's School,Primary,O,91 Manning Road,,MALVERN EAST,VIC,3145.0,91 Manning Road,,MALVERN EAST,VIC,3145.0,03 9571 1358,635.0,Stonnington (C),145.05292,-37.87302
Independent,2.0,1025.0,St Leonard's College,Pri/Sec,O,163 South Rd,,BRIGHTON EAST,VIC,3187.0,163 South Rd,,BRIGHTON EAST,VIC,3187.0,03 9909 9300,91.0,Bayside (C),145.00755,-37.92863
Catholic,2.0,1033.0,Holy Rosary School,Primary,O,37 Gower Street,,KENSINGTON,VIC,3031.0,PO Box 1192,,KENSINGTON,VIC,3031.0,03 9376 9455,460.0,Melbourne (C),144.92878,-37.79558
Catholic,2.0,1036.0,St Aloysius' School,Primary,O,34 Stevens Street,,QUEENSCLIFF,VIC,3225.0,34 Stevens Street,,QUEENSCLIFF,VIC,3225.0,03 5258 1736,608.0,Queenscliffe (B),144.6553,-38.26868
Catholic,2.0,1041.0,St Anthony's School,Primary,O,52 Austin Street,,ALPHINGTON,VIC,3078.0,52 Austin Street,,ALPHINGTON,VIC,3078.0,03 9489 7936,189.0,Darebin (C),145.02036,-37.78007
Catholic,2.0,1045.0,St Joseph's School,Primary,O,49 Stanhope Street,,MALVERN,VIC,3144.0,49 Stanhope Street,,MALVERN,VIC,3144.0,03 9509 3092,635.0,Stonnington (C),145.03116,-37.85807
Catholic,2.0,1058.0,St Mary's School,Primary,O,5 Buckley Street,,YARRAM,VIC,3971.0,5 Buckley Street,,YARRAM,VIC,3971.0,03 5182 5659,681.0,Wellington (S),146.67597,-38.5569
Catholic,2.0,1067.0,Holy Rosary School,Primary,O,556 Napier Street,,WHITE HILLS,VIC,3550.0,556 Napier Street,,WHITE HILLS,VIC,3550.0,03 5448 4280,262.0,Greater Bendigo (C),144.31057,-36.72487
Catholic,2.0,1070.0,St Columba's School,Primary,O,24 Glenhuntly Road,,ELWOOD,VIC,3184.0,24 Glenhuntly Road,,ELWOOD,VIC,3184.0,03 9531 6560,590.0,Port Phillip (C),144.98112,-37.88253
Catholic,2.0,1072.0,Our Lady of the Rosary,Primary,O,43-47 Edgecombe Street,,KYNETON,VIC,3444.0,PO Box 748,,KYNETON,VIC,3444.0,03 5422 2056,413.0,Macedon Ranges (S),144.46212,-37.25051
Independent,2.0,1080.0,Tintern Grammar,Pri/Sec,O,90 Alexandra Road,,RINGWOOD EAST,VIC,3135.0,90 Alexandra Road,,RINGWOOD EAST,VIC,3135.0,03 9845 7777,441.0,Maroondah (C),145.25669,-37.81552
Catholic,2.0,1084.0,St Mary's School,Primary,O,2 Murlong Street,,SWAN HILL,VIC,3585.0,PO Box 727,,SWAN HILL,VIC,3585.0,03 5033 2541,661.0,Swan Hill (RC),143.5456,-35.32846
Independent,2.0,1086.0,Toorak College,Pri/Sec,O,73 Old Mornington Road,,MT ELIZA,VIC,3930.0,PO Box 150,,MT ELIZA,VIC,3930.0,03 9788 7200,534.0,Mornington Peninsula (S),145.09346,-38.17226
Catholic,2.0,1097.0,St Mary's School,Primary,O,69 Marine Parade,,HASTINGS,VIC,3915.0,PO Box 421,,HASTINGS,VIC,3915.0,03 5979 1959,534.0,Mornington Peninsula (S),145.1917,-38.30344
Catholic,2.0,1099.0,St Brendan's School,Primary,O,727 Corangamite Lake Road,,CORAGULAC,VIC,3249.0,727 Corangamite Lake Road,,CORAGULAC,VIC,3249.0,03 5233 1464,175.0,Colac-Otway (S),143.5188,-38.27065
Catholic,2.0,1101.0,Our Lady of the Immaculate Conception School,Primary,O,32 Station Place,,SUNSHINE,VIC,3020.0,32 Station Place,,SUNSHINE,VIC,3020.0,03 9312 2230,118.0,Brimbank (C),144.83556,-37.78945
Catholic,2.0,1108.0,St Mary's School,Primary,O,2 Mansfield Street,,THORNBURY,VIC,3071.0,2 Mansfield Street,,THORNBURY,VIC,3071.0,03 9484 5333,189.0,Darebin (C),145.00166,-37.75684
Catholic,2.0,1109.0,St John's School,Primary,O,263 Russell Street,,DENNINGTON,VIC,3280.0,263 Russell Street,,DENNINGTON,VIC,3280.0,03 5562 5362,673.0,Warrnambool (C),142.44614,-38.3515
Independent,2.0,1116.0,St Catherine's School,Pri/Sec,O,17 Heyington Place,,TOORAK,VIC,3142.0,17 Heyington Place,,TOORAK,VIC,3142.0,03 9822 1285,635.0,Stonnington (C),145.02127,-37.8383
Independent,2.0,1117.0,Lowther Hall Anglican Grammar School,Pri/Sec,O,17 Leslie Road,,ESSENDON,VIC,3040.0,PO Box 178,,ESSENDON,VIC,3040.0,03 9325 5000,506.0,Moonee Valley (C),144.91497,-37.75991
Catholic,2.0,1122.0,St Brigid's College,Secondary,O,97 Robinson Street,,HORSHAM,VIC,3400.0,PO Box 542,,HORSHAM,VIC,3402.0,03 5382 3545,319.0,Horsham (RC),142.20795,-36.71731
Catholic,2.0,1134.0,St Joan of Arc School,Primary,O,30 Dendy Street,,BRIGHTON,VIC,3186.0,30 Dendy Street,,BRIGHTON,VIC,3186.0,03 9592 3840,91.0,Bayside (C),144.99415,-37.92011
Catholic,2.0,1136.0,St John's School,Primary,O,37 Anderson Street,,EUROA,VIC,3666.0,37 Anderson Street,,EUROA,VIC,3666.0,03 5795 2937,643.0,Strathbogie (S),145.56987,-36.75337
Independent,2.0,1144.0,Penleigh & Essendon Grammar School,Pri/Sec,O,163 Rachelle Road,,KEILOR EAST,VIC,3033.0,PO Box 417,,NIDDRIE,VIC,3042.0,03 9016 2000,506.0,Moonee Valley (C),144.87034,-37.73215
Catholic,2.0,1146.0,St John's School,Primary,O,34 Essex Street,,FOOTSCRAY,VIC,3011.0,34 Essex Street,,FOOTSCRAY,VIC,3011.0,03 9687 3150,433.0,Maribyrnong (C),144.88522,-37.79582
Catholic,2.0,1152.0,St Joseph's School,Primary,O,1-25 Broadway Street,,COBRAM,VIC,3644.0,PO Box 900,,COBRAM,VIC,3644.0,03 5872 1573,490.0,Moira (S),145.65236,-35.91707
Independent,2.0,1163.0,Shelford Girls' Grammar,Pri/Sec,O,3 Hood Crescent,,CAULFIELD,VIC,3161.0,3 Hood Crescent,,CAULFIELD,VIC,3161.0,03 9524 7333,231.0,Glen Eira (C),145.01132,-37.87791
Catholic,2.0,1164.0,Mary Immaculate School,Primary,O,9 Rockbeare Grove,,IVANHOE,VIC,3079.0,PO Box 290,,IVANHOE,VIC,3079.0,03 9497 1827,66.0,Banyule (C),145.03876,-37.77194
Catholic,2.0,1173.0,St Joseph's School,Primary,O,367 High Street,,NAGAMBIE,VIC,3608.0,367 High Street,,NAGAMBIE,VIC,3608.0,03 5794 2608,643.0,Strathbogie (S),145.15405,-36.78161
Catholic,2.0,1176.0,Our Lady of Lourdes School,Primary,O,7 Wynnstay Road,,PRAHRAN EAST,VIC,3181.0,7 Wynnstay Road,,PRAHRAN EAST,VIC,3181.0,03 9510 6688,635.0,Stonnington (C),145.00946,-37.85246
Catholic,2.0,1177.0,St Joseph's School,Primary,O,4-8 Raymond Street,,ORBOST,VIC,3888.0,PO Box 317,,ORBOST,VIC,3888.0,03 5154 1289,211.0,East Gippsland (S),148.45563,-37.70917
Independent,2.0,1183.0,Mentone Grammar School,Pri/Sec,O,63 Venice Street,,MENTONE,VIC,3194.0,63 Venice Street,,MENTONE,VIC,3194.0,03 9584 4211,343.0,Kingston (C),145.06812,-37.98769
Independent,2.0,1187.0,Ivanhoe Girls' Grammar School,Pri/Sec,O,123 Marshall St,,IVANHOE,VIC,3079.0,123 Marshall St,,IVANHOE,VIC,3079.0,03 9490 6222,66.0,Banyule (C),145.04672,-37.76527
Catholic,2.0,1188.0,St Mary's School,Primary,O,43 O'Donnell Avenue,,MYRTLEFORD,VIC,3737.0,PO Box 320,,MYRTLEFORD,VIC,3737.0,03 5752 1808,11.0,Alpine (S),146.72693,-36.55357
Independent,2.0,1189.0,Carey Baptist Grammar School,Pri/Sec,O,349 Barkers Road,,KEW,VIC,3101.0,349 Barkers Road,,KEW,VIC,3101.0,03 9816 1222,111.0,Boroondara (C),145.04782,-37.81478
Independent,2.0,1190.0,Kilvington Grammar School,Pri/Sec,O,2 Leila Road,,ORMOND,VIC,3204.0,PO Box 144,,ORMOND,VIC,3204.0,03 9578 6231,231.0,Glen Eira (C),145.04122,-37.89952
Independent,2.0,1191.0,Haileybury College,Pri/Sec,O,855 Springvale Rd,,KEYSBOROUGH,VIC,3173.0,855 Springvale Rd,,KEYSBOROUGH,VIC,3173.0,03 9904 6110,267.0,Greater Dandenong (C),145.14643,-37.99598
